Indicator|foracid|crncy_code|sol_id|nrml_accrued_amount_cr|interest_calc_upto_date_cr|accrued_upto_date_cr|booked_upto_date_cr|nrml_accrued_amount_dr|interest_calc_upto_date_dr|accrued_upto_date_dr|booked_upto_date_dr|Dummy|migr_cumbal_for_avgcalc_cr|migr_cumbal_date
INT||01|007|0.0|20170904|20171126|20171126|||||||
INT||01|007|627.3|20171125|20171126|20171126|||||||
INT||01|007|591.75|20171125|20171126|20171126|||||||
INT||01|007|28550.34|20171125|20171126|20171126|||||||
INT||01|007|29383.38|20171125|20171126|20171126|||||||
INT||01|007|35260.29|20171125|20171126|20171126|||||||
INT||01|007|11342.43|20171125|20171126|20171126|||||||
INT||01|007|1109.7|20171125|20171126|20171126|||||||
INT||01|007|30719.13|20171125|20171126|20171126|||||||
INT||01|007|1331.55|20171125|20171126|20171126|||||||
INT||01|007|11712.33|20171125|20171126|20171126|||||||
INT||01|007|172.62|20171125|20171126|20171126|||||||
INT||01|007|7397.28|20171125|20171126|20171126|||||||
INT||01|007|7089.03|20171125|20171126|20171126|||||||
INT||01|007|2219.22|20171125|20171126|20171126|||||||
INT||01|007|14794.56|20171125|20171126|20171126|||||||
INT||01|007|3106.89|20171125|20171126|20171126|||||||
INT||01|007|295.92|20171125|20171126|20171126|||||||
INT||01|007|9172.62|20171125|20171126|20171126|||||||
INT||01|007|1479.42|20171125|20171126|20171126|||||||
INT||01|007|887.67|20171125|20171126|20171126|||||||
INT||01|007|5858.64|20171125|20171126|20171126|||||||
INT||01|007|591.75|20171125|20171126|20171126|||||||
INT||01|007|1431.99|20171125|20171126|20171126|||||||
INT||01|007|3969.9|20171125|20171126|20171126|||||||
INT||01|007|5671.26|20171125|20171126|20171126|||||||
INT||01|007|18049.32|20171125|20171126|20171126|||||||
INT||01|007|623.88|20171125|20171126|20171126|||||||
INT||01|007|1232.91|20171125|20171126|20171126|||||||
INT||01|007|2403.96|20171125|20171126|20171126|||||||
INT||01|007|468.45|20171125|20171126|20171126|||||||
INT||01|007|2958.93|20171125|20171126|20171126|||||||
INT||01|007|3550.68|20171125|20171126|20171126|||||||
INT||01|007|122876.52|20171125|20171126|20171126|||||||
INT||01|007|66714.18|20171125|20171126|20171126|||||||
INT||01|007|24575.46|20171125|20171126|20171126|||||||
INT||01|007|665.73|20171125|20171126|20171126|||||||
INT||01|007|22705.41|20171125|20171126|20171126|||||||
INT||01|007|38465.7|20171125|20171126|20171126|||||||
INT||01|007|5609.76|20171125|20171126|20171126|||||||
INT||01|007|534.3|20171125|20171126|20171126|||||||
INT||01|007|11219.13|20171125|20171126|20171126|||||||
INT||01|007|7051.98|20171125|20171126|20171126|||||||
INT||01|007|14794.56|20171125|20171126|20171126|||||||
INT||01|007|6143.67|20171125|20171126|20171126|||||||
INT||01|007|2855.97|20171125|20171126|20171126|||||||
INT||01|007|591.75|20171125|20171126|20171126|||||||
INT||01|007|3039.75|20171125|20171126|20171126|||||||
INT||01|007|1479.42|20171125|20171126|20171126|||||||
INT||01|007|4438.35|20171125|20171126|20171126|||||||
INT||01|007|283.59|20171125|20171126|20171126|||||||
INT||01|007|4253.4|20171125|20171126|20171126|||||||
INT||01|007|8790.39|20171125|20171126|20171126|||||||
INT||01|007|17753.4|20171125|20171126|20171126|||||||
INT||01|007|4068.45|20171125|20171126|20171126|||||||
INT||01|007|1627.38|20171125|20171126|20171126|||||||
INT||01|007|813.69|20171125|20171126|20171126|||||||
INT||01|007|813.69|20171125|20171126|20171126|||||||
INT||01|007|2712.33|20171125|20171126|20171126|||||||
INT||01|007|246.6|20171125|20171126|20171126|||||||
INT||01|007|1479.44|20171125|20171126|20171126|||||||
INT||01|007|534.3|20171125|20171126|20171126|||||||
INT||01|007|15090.39|20171125|20171126|20171126|||||||
INT||01|007|329.55|20171125|20171126|20171126|||||||
INT||01|007|1232.91|20171125|20171126|20171126|||||||
INT||01|007|23506.86|20171125|20171126|20171126|||||||
INT||01|007|3260.97|20171125|20171126|20171126|||||||
INT||01|007|58767.15|20171125|20171126|20171126|||||||
INT||01|007|30719.13|20171125|20171126|20171126|||||||
INT||01|007|517.77|20171125|20171126|20171126|||||||
INT||01|007|60543.6|20171125|20171126|20171126|||||||
INT||01|007|7666.62|20171125|20171126|20171126|||||||
INT||01|007|1359.09|20171125|20171126|20171126|||||||
INT||01|007|1356.12|20171125|20171126|20171126|||||||
INT||01|007|2958.93|20171125|20171126|20171126|||||||
INT||01|007|7397.28|20171125|20171126|20171126|||||||
INT||01|007|14794.56|20171125|20171126|20171126|||||||
INT||01|007|708.93|20171125|20171126|20171126|||||||
INT||01|007|1232.91|20171125|20171126|20171126|||||||
INT||01|007|2071.26|20171125|20171126|20171126|||||||
INT||01|007|221.94|20171125|20171126|20171126|||||||
INT||01|007|1417.77|20171125|20171126|20171126|||||||
INT||01|007|2835.63|20171125|20171126|20171126|||||||
INT||01|007|1417.77|20171125|20171126|20171126|||||||
INT||01|007|1701.36|20171125|20171126|20171126|||||||
INT||01|007|9073.98|20171125|20171126|20171126|||||||
INT||01|007|2884.92|20171125|20171126|20171126|||||||
INT||01|007|10097.1|20171125|20171126|20171126|||||||
INT||01|007|6509.61|20171125|20171126|20171126|||||||
INT||01|007|1405.44|20171125|20171126|20171126|||||||
INT||01|007|3945.24|20171125|20171126|20171126|||||||
INT||01|007|246.6|20171125|20171126|20171126|||||||
INT||01|007|2219.22|20171125|20171126|20171126|||||||
INT||01|007|2958.93|20171125|20171126|20171126|||||||
INT||01|007|2071.26|20171125|20171126|20171126|||||||
INT||01|007|443.88|20171125|20171126|20171126|||||||
INT||01|007|3328.74|20171125|20171126|20171126|||||||
INT||01|007|28849.47|20171125|20171126|20171126|||||||
