Indicator|foracid|crncy_code|sol_id|nrml_accrued_amount_cr|interest_calc_upto_date_cr|accrued_upto_date_cr|booked_upto_date_cr|nrml_accrued_amount_dr|interest_calc_upto_date_dr|accrued_upto_date_dr|booked_upto_date_dr|Dummy|migr_cumbal_for_avgcalc_cr|migr_cumbal_date
INT||01|002|8876.7|20171125|20171126|20171126|||||||
INT||01|002|1417.77|20171125|20171126|20171126|||||||
INT||01|002|11753.43|20171125|20171126|20171126|||||||
INT||01|002|286.02|20171125|20171126|20171126|||||||
INT||01|002|432.0|20171125|20171126|20171126|||||||
INT||01|002|16027.44|20171125|20171126|20171126|||||||
INT||01|002|3632.4|20171125|20171126|20171126|||||||
INT||01|002|11219.13|20171125|20171126|20171126|||||||
INT||01|002|38465.7|20171125|20171126|20171126|||||||
INT||01|002|2983.59|20171125|20171126|20171126|||||||
INT||01|002|57698.55|20171125|20171126|20171126|||||||
INT||01|002|51287.73|20171125|20171126|20171126|||||||
INT||01|002|7987.98|20171125|20171126|20171126|||||||
INT||01|002|16828.89|20171125|20171126|20171126|||||||
INT||01|002|1491.75|20171125|20171126|20171126|||||||
INT||01|002|283.59|20171125|20171126|20171126|||||||
INT||01|002|1417.77|20171125|20171126|20171126|||||||
INT||01|002|1984.95|20171125|20171126|20171126|||||||
INT||01|002|1701.36|20171125|20171126|20171126|||||||
INT||01|002|283.59|20171125|20171126|20171126|||||||
INT||01|002|862.02|20171125|20171126|20171126|||||||
INT||01|002|5424.66|20171125|20171126|20171126|||||||
INT||01|002|1417.77|20171125|20171126|20171126|||||||
INT||01|002|7089.03|20171125|20171126|20171126|||||||
INT||01|002|542.43|20171125|20171126|20171126|||||||
INT||01|002|1356.12|20171125|20171126|20171126|||||||
INT||01|002|493.11|20171125|20171126|20171126|||||||
INT||01|002|1232.91|20171125|20171126|20171126|||||||
INT||01|002|2663.01|20171125|20171126|20171126|||||||
INT||01|002|480.87|20171125|20171126|20171126|||||||
INT||01|002|234.27|20171125|20171126|20171126|||||||
INT||01|002|320.58|20171125|20171126|20171126|||||||
INT||01|002|0.0|20171113|20171126|20171126|||||||
INT||01|002|451.89|20171125|20171126|20171126|||||||
INT||01|002|5856.12|20171125|20171126|20171126|||||||
INT||01|002|8190.0|20171125|20171126|20171126|||||||
INT||01|002|29112.93|20171125|20171126|20171126|||||||
INT||01|002|27246.57|20171125|20171126|20171126|||||||
INT||01|002|52089.18|20171125|20171126|20171126|||||||
INT||01|002|271.26|20171125|20171126|20171126|||||||
INT||01|002|4487.73|20171125|20171126|20171126|||||||
INT||01|002|5671.26|20171125|20171126|20171126|||||||
INT||01|002|4438.35|20171125|20171126|20171126|||||||
INT||01|002|2958.93|20171125|20171126|20171126|||||||
INT||01|002|3402.72|20171125|20171126|20171126|||||||
INT||01|002|2958.93|20171125|20171126|20171126|||||||
INT||01|002|567.09|20171125|20171126|20171126|||||||
