Indicator|foracid|crncy_code|sol_id|nrml_accrued_amount_cr|interest_calc_upto_date_cr|accrued_upto_date_cr|booked_upto_date_cr|nrml_accrued_amount_dr|interest_calc_upto_date_dr|accrued_upto_date_dr|booked_upto_date_dr|Dummy|migr_cumbal_for_avgcalc_cr|migr_cumbal_date
INT||01|001|0.0|20170306|20171126|20171126|||||||
INT||01|001|0.0|20170418|20171126|20171126|||||||
INT||01|001|0.0|20170612|20171126|20171126|||||||
INT||01|001|0.0|20170709|20171126|20171126|||||||
INT||01|001|0.0|20170806|20171126|20171126|||||||
INT||01|001|0.0|20170823|20171126|20171126|||||||
INT||01|001|0.0|20170824|20171126|20171126|||||||
INT||01|001|0.0|20171017|20171126|20171126|||||||
INT||01|001|0.0|20171102|20171126|20171126|||||||
INT||01|001|0.0|20171105|20171126|20171126|||||||
INT||01|001|30821.94|20171125|20171126|20171126|||||||
INT||01|001|5856.12|20171125|20171126|20171126|||||||
INT||01|001|4536.99|20171125|20171126|20171126|||||||
INT||01|001|739.71|20171125|20171126|20171126|||||||
INT||01|001|12287.73|20171125|20171126|20171126|||||||
INT||01|001|18431.55|20171125|20171126|20171126|||||||
INT||01|001|128219.13|20171125|20171126|20171126|||||||
INT||01|001|117534.3|20171125|20171126|20171126|||||||
INT||01|001|23506.86|20171125|20171126|20171126|||||||
INT||01|001|20983.59|20171125|20171126|20171126|||||||
INT||01|001|147945.24|20171125|20171126|20171126|||||||
INT||01|001|4734.27|20171125|20171126|20171126|||||||
INT||01|001|4216.41|20171125|20171126|20171126|||||||
INT||01|001|56096.04|20171125|20171126|20171126|||||||
INT||01|001|42739.71|20171125|20171126|20171126|||||||
INT||01|001|9896.31|20171125|20171126|20171126|||||||
INT||01|001|2835.63|20171125|20171126|20171126|||||||
INT||01|001|779.67|20171125|20171126|20171126|||||||
INT||01|001|38465.7|20171125|20171126|20171126|||||||
INT||01|001|1294.56|20171125|20171126|20171126|||||||
INT||01|001|493.11|20171125|20171126|20171126|||||||
INT||01|001|1701.36|20171125|20171126|20171126|||||||
INT||01|001|1849.32|20171125|20171126|20171126|||||||
INT||01|001|7101.36|20171125|20171126|20171126|||||||
INT||01|001|1109.61|20171125|20171126|20171126|||||||
INT||01|001|24610.32|20171125|20171126|20171126|||||||
INT||01|001|1701.36|20171125|20171126|20171126|||||||
INT||01|001|3548.79|20171125|20171126|20171126|||||||
INT||01|001|872.91|20171125|20171126|20171126|||||||
INT||01|001|1232.91|20171125|20171126|20171126|||||||
INT||01|001|354.42|20171125|20171126|20171126|||||||
INT||01|001|8506.89|20171125|20171126|20171126|||||||
INT||01|001|1923.3|20171125|20171126|20171126|||||||
INT||01|001|1389.18|20171125|20171126|20171126|||||||
INT||01|001|1736.28|20171125|20171126|20171126|||||||
INT||01|001|10068.24|20171125|20171126|20171126|||||||
INT||01|001|901.68|20171125|20171126|20171126|||||||
INT||01|001|4487.73|20171125|20171126|20171126|||||||
INT||01|001|970.56|20171125|20171126|20171126|||||||
INT||01|001|542.43|20171125|20171126|20171126|||||||
INT||01|001|2835.63|20171125|20171126|20171126|||||||
INT||01|001|128219.13|20171125|20171126|20171126|||||||
INT||01|001|3846.6|20171125|20171126|20171126|||||||
INT||01|001|858.06|20171125|20171126|20171126|||||||
INT||01|001|665.73|20171125|20171126|20171126|||||||
INT||01|001|850.68|20171125|20171126|20171126|||||||
INT||01|001|283.59|20171125|20171126|20171126|||||||
INT||01|001|340.29|20171125|20171126|20171126|||||||
INT||01|001|7397.28|20171125|20171126|20171126|||||||
INT||01|001|18164.25|20171125|20171126|20171126|||||||
INT||01|001|5917.77|20171125|20171126|20171126|||||||
INT||01|001|4734.27|20171125|20171126|20171126|||||||
INT||01|001|289.26|20171125|20171126|20171126|||||||
INT||01|001|1701.36|20171125|20171126|20171126|||||||
INT||01|001|6509.61|20171125|20171126|20171126|||||||
INT||01|001|2835.63|20171125|20171126|20171126|||||||
INT||01|001|1356.12|20171125|20171126|20171126|||||||
INT||01|001|1984.95|20171125|20171126|20171126|||||||
INT||01|001|271.26|20171125|20171126|20171126|||||||
INT||01|001|2071.26|20171125|20171126|20171126|||||||
INT||01|001|2219.22|20171125|20171126|20171126|||||||
INT||01|001|2515.05|20171125|20171126|20171126|||||||
INT||01|001|494177.97|20171125|20171126|20171126|||||||
INT||01|001|8506.89|20171125|20171126|20171126|||||||
INT||01|001|8506.89|20171125|20171126|20171126|||||||
INT||01|001|2071.26|20171125|20171126|20171126|||||||
INT||01|001|591.75|20171125|20171126|20171126|||||||
INT||01|001|22968.45|20171125|20171126|20171126|||||||
INT||01|001|2410.29|20171125|20171126|20171126|||||||
INT||01|001|283.59|20171125|20171126|20171126|||||||
INT||01|001|7150.68|20171125|20171126|20171126|||||||
INT||01|001|336575.46|20171125|20171126|20171126|||||||
INT||01|001|8506.89|20171125|20171126|20171126|||||||
INT||01|001|16865.73|20171125|20171126|20171126|||||||
INT||01|001|62136.99|20171125|20171126|20171126|||||||
INT||01|001|3969.9|20171125|20171126|20171126|||||||
INT||01|001|4808219.13|20171125|20171126|20171126|||||||
INT||01|001|863.01|20171125|20171126|20171126|||||||
INT||01|001|3254.76|20171125|20171126|20171126|||||||
INT||01|001|5671.26|20171125|20171126|20171126|||||||
INT||01|001|2663.01|20171125|20171126|20171126|||||||
INT||01|001|2663.01|20171125|20171126|20171126|||||||
INT||01|001|2663.01|20171125|20171126|20171126|||||||
INT||01|001|369.9|20171125|20171126|20171126|||||||
INT||01|001|1183.59|20171125|20171126|20171126|||||||
INT||01|001|25643.67|20171125|20171126|20171126|||||||
INT||01|001|26391.69|20171125|20171126|20171126|||||||
INT||01|001|4684.95|20171125|20171126|20171126|||||||
INT||01|001|2367.09|20171125|20171126|20171126|||||||
INT||01|001|3402.72|20171125|20171126|20171126|||||||
INT||01|001|1405.44|20171125|20171126|20171126|||||||
INT||01|001|2835.63|20171125|20171126|20171126|||||||
INT||01|001|7089.03|20171125|20171126|20171126|||||||
INT||01|001|62774.01|20171125|20171126|20171126|||||||
INT||01|001|62774.01|20171125|20171126|20171126|||||||
INT||01|001|24575.46|20171125|20171126|20171126|||||||
INT||01|001|8284.95|20171125|20171126|20171126|||||||
INT||01|001|1726.02|20171125|20171126|20171126|||||||
INT||01|001|567.09|20171125|20171126|20171126|||||||
INT||01|001|98728.89|20171125|20171126|20171126|||||||
INT||01|001|42595.41|20171125|20171126|20171126|||||||
INT||01|001|20712.33|20171125|20171126|20171126|||||||
INT||01|001|3883.59|20171125|20171126|20171126|||||||
INT||01|001|1417.77|20171125|20171126|20171126|||||||
INT||01|001|5671.26|20171125|20171126|20171126|||||||
INT||01|001|443.82|20171125|20171126|20171126|||||||
INT||01|001|2465.76|20171125|20171126|20171126|||||||
INT||01|001|9369.9|20171125|20171126|20171126|||||||
INT||01|001|4820.58|20171125|20171126|20171126|||||||
INT||01|001|40870.05|20171125|20171126|20171126|||||||
INT||01|001|1849.32|20171125|20171126|20171126|||||||
INT||01|001|23506.86|20171125|20171126|20171126|||||||
INT||01|001|8876.7|20171125|20171126|20171126|||||||
INT||01|001|2958.93|20171125|20171126|20171126|||||||
INT||01|001|8013.72|20171125|20171126|20171126|||||||
INT||01|001|722814.3|20171125|20171126|20171126|||||||
INT||01|001|76931.4|20171125|20171126|20171126|||||||
INT||01|001|1417.77|20171125|20171126|20171126|||||||
INT||01|001|15386.28|20171125|20171126|20171126|||||||
INT||01|001|4274.01|20171125|20171126|20171126|||||||
INT||01|001|2977.38|20171125|20171126|20171126|||||||
INT||01|001|1775.34|20171125|20171126|20171126|||||||
INT||01|001|2835.63|20171125|20171126|20171126|||||||
INT||01|001|3969.9|20171125|20171126|20171126|||||||
INT||01|001|567.09|20171125|20171126|20171126|||||||
INT||01|001|1035.63|20171125|20171126|20171126|||||||
INT||01|001|16126.02|20171125|20171126|20171126|||||||
INT||01|001|2141.55|20171125|20171126|20171126|||||||
INT||01|001|976.41|20171125|20171126|20171126|||||||
INT||01|001|964.08|20171125|20171126|20171126|||||||
INT||01|001|117534.3|20171125|20171126|20171126|||||||
INT||01|001|5424.66|20171125|20171126|20171126|||||||
INT||01|001|12286.89|20171125|20171126|20171126|||||||
INT||01|001|7458.93|20171125|20171126|20171126|||||||
INT||01|001|1898.64|20171125|20171126|20171126|||||||
INT||01|001|24657.57|20171125|20171126|20171126|||||||
INT||01|001|35136.99|20171125|20171126|20171126|||||||
INT||01|001|5178.06|20171125|20171126|20171126|||||||
INT||01|001|423123.48|20171125|20171126|20171126|||||||
INT||01|001|443.88|20171125|20171126|20171126|||||||
INT||01|001|626.67|20171125|20171126|20171126|||||||
INT||01|001|35136.99|20171125|20171126|20171126|||||||
INT||01|001|14794.56|20171125|20171126|20171126|||||||
INT||01|001|1898.64|20171125|20171126|20171126|||||||
INT||01|001|5239.71|20171125|20171126|20171126|||||||
