Indicator|foracid|crncy_code|sol_id|nrml_accrued_amount_cr|interest_calc_upto_date_cr|accrued_upto_date_cr|booked_upto_date_cr|nrml_accrued_amount_dr|interest_calc_upto_date_dr|accrued_upto_date_dr|booked_upto_date_dr|Dummy|migr_cumbal_for_avgcalc_cr|migr_cumbal_date
INT||01|014|0.0|20161216|20171126|20171126|||||||
INT||01|014|4684.95|20171125|20171126|20171126|||||||
INT||01|014|48082.32|20171125|20171126|20171126|||||||
INT||01|014|7027.38|20171125|20171126|20171126|||||||
INT||01|014|2108.25|20171125|20171126|20171126|||||||
INT||01|014|1467.09|20171125|20171126|20171126|||||||
INT||01|014|2773.98|20171125|20171126|20171126|||||||
INT||01|014|6848.01|20171125|20171126|20171126|||||||
INT||01|014|271.26|20171125|20171126|20171126|||||||
INT||01|014|1479.42|20171125|20171126|20171126|||||||
INT||01|014|1417.77|20171125|20171126|20171126|||||||
INT||01|014|1193.94|20171125|20171126|20171126|||||||
INT||01|014|1084.95|20171125|20171126|20171126|||||||
INT||01|014|1898.64|20171125|20171126|20171126|||||||
INT||01|014|2835.63|20171125|20171126|20171126|||||||
INT||01|014|4678.74|20171125|20171126|20171126|||||||
INT||01|014|271.26|20171125|20171126|20171126|||||||
INT||01|014|2219.22|20171125|20171126|20171126|||||||
INT||01|014|2095.92|20171125|20171126|20171126|||||||
INT||01|014|1941.75|20171125|20171126|20171126|||||||
INT||01|014|15256.89|20171125|20171126|20171126|||||||
INT||01|014|11835.63|20171125|20171126|20171126|||||||
INT||01|014|4438.35|20171125|20171126|20171126|||||||
INT||01|014|2991.69|20171125|20171126|20171126|||||||
INT||01|014|283.59|20171125|20171126|20171126|||||||
INT||01|014|3550.68|20171125|20171126|20171126|||||||
INT||01|014|3550.68|20171125|20171126|20171126|||||||
INT||01|014|1304.37|20171125|20171126|20171126|||||||
INT||01|014|283.59|20171125|20171126|20171126|||||||
INT||01|014|271.26|20171125|20171126|20171126|||||||
INT||01|014|22191.75|20171125|20171126|20171126|||||||
INT||01|014|2958.93|20171125|20171126|20171126|||||||
INT||01|014|4438.35|20171125|20171126|20171126|||||||
INT||01|014|1417.77|20171125|20171126|20171126|||||||
INT||01|014|7553.52|20171125|20171126|20171126|||||||
INT||01|014|2835.63|20171125|20171126|20171126|||||||
INT||01|014|13610.97|20171125|20171126|20171126|||||||
INT||01|014|8506.89|20171125|20171126|20171126|||||||
INT||01|014|1356.12|20171125|20171126|20171126|||||||
INT||01|014|1232.91|20171125|20171126|20171126|||||||
INT||01|014|1109.61|20171125|20171126|20171126|||||||
INT||01|014|11342.43|20171125|20171126|20171126|||||||
INT||01|014|271.26|20171125|20171126|20171126|||||||
INT||01|014|1984.95|20171125|20171126|20171126|||||||
INT||01|014|1763.01|20171125|20171126|20171126|||||||
INT||01|014|1898.64|20171125|20171126|20171126|||||||
INT||01|014|2884.83|20171125|20171126|20171126|||||||
INT||01|014|2810.97|20171125|20171126|20171126|||||||
INT||01|014|3747.96|20171125|20171126|20171126|||||||
INT||01|014|1109.61|20171125|20171126|20171126|||||||
INT||01|014|104.76|20171125|20171126|20171126|||||||
INT||01|014|32054.88|20171125|20171126|20171126|||||||
INT||01|014|51287.73|20171125|20171126|20171126|||||||
INT||01|014|15386.31|20171125|20171126|20171126|||||||
INT||01|014|32054.88|20171125|20171126|20171126|||||||
INT||01|014|3698.64|20171125|20171126|20171126|||||||
INT||01|014|2465.73|20171125|20171126|20171126|||||||
INT||01|014|4734.27|20171125|20171126|20171126|||||||
INT||01|014|2958.93|20171125|20171126|20171126|||||||
INT||01|014|1479.42|20171125|20171126|20171126|||||||
INT||01|014|6410.97|20171125|20171126|20171126|||||||
INT||01|014|27780.87|20171125|20171126|20171126|||||||
INT||01|014|2459.61|20171125|20171126|20171126|||||||
INT||01|014|1639.71|20171125|20171126|20171126|||||||
INT||01|014|320548.02|20171125|20171126|20171126|||||||
INT||01|014|3739.71|20171125|20171126|20171126|||||||
INT||01|014|86013.72|20171125|20171126|20171126|||||||
INT||01|014|1479.42|20171125|20171126|20171126|||||||
INT||01|014|3739.71|20171125|20171126|20171126|||||||
INT||01|014|1479.42|20171125|20171126|20171126|||||||
INT||01|014|14794.56|20171125|20171126|20171126|||||||
INT||01|014|221.94|20171125|20171126|20171126|||||||
INT||01|014|14054.76|20171125|20171126|20171126|||||||
INT||01|014|28849.47|20171125|20171126|20171126|||||||
INT||01|014|3846.57|20171125|20171126|20171126|||||||
INT||01|014|24682.32|20171125|20171126|20171126|||||||
INT||01|014|12341.16|20171125|20171126|20171126|||||||
INT||01|014|17730.96|20171125|20171126|20171126|||||||
INT||01|014|4438.35|20171125|20171126|20171126|||||||
INT||01|014|4438.35|20171125|20171126|20171126|||||||
INT||01|014|13315.05|20171125|20171126|20171126|||||||
INT||01|014|7397.28|20171125|20171126|20171126|||||||
INT||01|014|295.92|20171125|20171126|20171126|||||||
INT||01|014|14794.56|20171125|20171126|20171126|||||||
INT||01|014|283.59|20171125|20171126|20171126|||||||
INT||01|014|2958.93|20171125|20171126|20171126|||||||
INT||01|014|4931.55|20171125|20171126|20171126|||||||
INT||01|014|1701.36|20171125|20171126|20171126|||||||
INT||01|014|1356.12|20171125|20171126|20171126|||||||
