Indicator|foracid|crncy_code|sol_id|nrml_accrued_amount_cr|interest_calc_upto_date_cr|accrued_upto_date_cr|booked_upto_date_cr|nrml_accrued_amount_dr|interest_calc_upto_date_dr|accrued_upto_date_dr|booked_upto_date_dr|Dummy|migr_cumbal_for_avgcalc_cr|migr_cumbal_date
INT||01|009|0.0|20170831|20171126|20171126|||||||
INT||01|009|6657.57|20171125|20171126|20171126|||||||
INT||01|009|443.88|20171125|20171126|20171126|||||||
INT||01|009|3883.59|20171125|20171126|20171126|||||||
INT||01|009|4253.4|20171125|20171126|20171126|||||||
INT||01|009|7027.38|20171125|20171126|20171126|||||||
INT||01|009|64109.76|20171125|20171126|20171126|||||||
INT||01|009|1701.36|20171125|20171126|20171126|||||||
INT||01|009|8845.92|20171125|20171126|20171126|||||||
INT||01|009|879.03|20171125|20171126|20171126|||||||
INT||01|009|68054.76|20171125|20171126|20171126|||||||
INT||01|009|244.08|20171125|20171126|20171126|||||||
INT||01|009|4068.45|20171125|20171126|20171126|||||||
INT||01|009|1035.63|20171125|20171126|20171126|||||||
INT||01|009|2958.93|20171125|20171126|20171126|||||||
INT||01|009|28356.12|20171125|20171126|20171126|||||||
INT||01|009|396.99|20171125|20171126|20171126|||||||
INT||01|009|542.43|20171125|20171126|20171126|||||||
INT||01|009|2835.63|20171125|20171126|20171126|||||||
INT||01|009|1726.02|20171125|20171126|20171126|||||||
INT||01|009|1232.91|20171125|20171126|20171126|||||||
INT||01|009|4169.61|20171125|20171126|20171126|||||||
INT||01|009|2219.22|20171125|20171126|20171126|||||||
INT||01|009|22438.26|20171125|20171126|20171126|||||||
INT||01|009|2807.28|20171125|20171126|20171126|||||||
INT||01|009|1084.95|20171125|20171126|20171126|||||||
INT||01|009|4253.4|20171125|20171126|20171126|||||||
INT||01|009|493.11|20171125|20171126|20171126|||||||
INT||01|009|493.11|20171125|20171126|20171126|||||||
INT||01|009|4470.41|20171125|20171126|20171126|||||||
INT||01|009|11404.35|20171125|20171126|20171126|||||||
INT||01|009|3686.31|20171125|20171126|20171126|||||||
INT||01|009|90822.03|20171125|20171126|20171126|||||||
INT||01|009|8013.72|20171125|20171126|20171126|||||||
INT||01|009|99049.47|20171125|20171126|20171126|||||||
INT||01|009|5547.96|20171125|20171126|20171126|||||||
INT||01|009|1709.76|20171125|20171126|20171126|||||||
INT||01|009|1226.16|20171125|20171126|20171126|||||||
INT||01|009|2136.81|20171125|20171126|20171126|||||||
INT||01|009|33336.81|20171125|20171126|20171126|||||||
INT||01|009|18049.32|20171125|20171126|20171126|||||||
INT||01|009|4274.01|20171125|20171126|20171126|||||||
INT||01|009|246.6|20171125|20171126|20171126|||||||
INT||01|009|64109.76|20171125|20171126|20171126|||||||
INT||01|009|12287.73|20171125|20171126|20171126|||||||
INT||01|009|895.05|20171125|20171126|20171126|||||||
INT||01|009|7397.28|20171125|20171126|20171126|||||||
INT||01|009|2835.63|20171125|20171126|20171126|||||||
INT||01|009|11835.63|20171125|20171126|20171126|||||||
INT||01|009|4253.4|20171125|20171126|20171126|||||||
INT||01|009|2071.26|20171125|20171126|20171126|||||||
INT||01|009|7397.28|20171125|20171126|20171126|||||||
INT||01|009|29884.95|20171125|20171126|20171126|||||||
