Indicator|foracid|crncy_code|sol_id|nrml_accrued_amount_cr|interest_calc_upto_date_cr|accrued_upto_date_cr|booked_upto_date_cr|nrml_accrued_amount_dr|interest_calc_upto_date_dr|accrued_upto_date_dr|booked_upto_date_dr|Dummy|migr_cumbal_for_avgcalc_cr|migr_cumbal_date
INT||01|006|1687.23|20171125|20171126|20171126|||||||
INT||01|006|8975.46|20171125|20171126|20171126|||||||
INT||01|006|25216.62|20171125|20171126|20171126|||||||
INT||01|006|72203.43|20171125|20171126|20171126|||||||
INT||01|006|9536.28|20171125|20171126|20171126|||||||
INT||01|006|591.75|20171125|20171126|20171126|||||||
INT||01|006|6410.82|20171125|20171126|20171126|||||||
INT||01|006|5917.77|20171125|20171126|20171126|||||||
INT||01|006|2958.93|20171125|20171126|20171126|||||||
INT||01|006|4734.27|20171125|20171126|20171126|||||||
INT||01|006|2949.18|20171125|20171126|20171126|||||||
INT||01|006|10257.39|20171125|20171126|20171126|||||||
INT||01|006|739.71|20171125|20171126|20171126|||||||
INT||01|006|4701.45|20171125|20171126|20171126|||||||
INT||01|006|2350.53|20171125|20171126|20171126|||||||
INT||01|006|850.68|20171125|20171126|20171126|||||||
INT||01|006|2835.63|20171125|20171126|20171126|||||||
INT||01|006|7089.03|20171125|20171126|20171126|||||||
INT||01|006|1627.38|20171125|20171126|20171126|||||||
INT||01|006|11342.43|20171125|20171126|20171126|||||||
INT||01|006|3526.02|20171125|20171126|20171126|||||||
INT||01|006|3846.57|20171125|20171126|20171126|||||||
INT||01|006|9061.65|20171125|20171126|20171126|||||||
INT||01|006|776.7|20171125|20171126|20171126|||||||
INT||01|006|2810.97|20171125|20171126|20171126|||||||
INT||01|006|10097.1|20171125|20171126|20171126|||||||
INT||01|006|32054.88|20171125|20171126|20171126|||||||
INT||01|006|443.88|20171125|20171126|20171126|||||||
INT||01|006|2835.63|20171125|20171126|20171126|||||||
INT||01|006|417.96|20171125|20171126|20171126|||||||
INT||01|006|4060.28|20171125|20171126|20171126|||||||
INT||01|006|203013.72|20171125|20171126|20171126|||||||
INT||01|006|1047.96|20171125|20171126|20171126|||||||
INT||01|006|11712.33|20171125|20171126|20171126|||||||
INT||01|006|184109.52|20171125|20171126|20171126|||||||
INT||01|006|17096.04|20171125|20171126|20171126|||||||
INT||01|006|29383.38|20171125|20171126|20171126|||||||
INT||01|006|30719.13|20171125|20171126|20171126|||||||
INT||01|006|2804.88|20171125|20171126|20171126|||||||
INT||01|006|2804.88|20171125|20171126|20171126|||||||
