Indicator|foracid|crncy_code|sol_id|nrml_accrued_amount_cr|interest_calc_upto_date_cr|accrued_upto_date_cr|booked_upto_date_cr|nrml_accrued_amount_dr|interest_calc_upto_date_dr|accrued_upto_date_dr|booked_upto_date_dr|Dummy|migr_cumbal_for_avgcalc_cr|migr_cumbal_date
INT||01|016|2622.33|20171125|20171126|20171126|||||||
INT||01|016|3525.99|20171125|20171126|20171126|||||||
INT||01|016|3796.26|20171125|20171126|20171126|||||||
INT||01|016|35260.29|20171125|20171126|20171126|||||||
INT||01|016|1720.29|20171125|20171126|20171126|||||||
INT||01|016|567.09|20171125|20171126|20171126|||||||
INT||01|016|5326.02|20171125|20171126|20171126|||||||
INT||01|016|1035.63|20171125|20171126|20171126|||||||
INT||01|016|4438.35|20171125|20171126|20171126|||||||
INT||01|016|850.68|20171125|20171126|20171126|||||||
INT||01|016|1417.77|20171125|20171126|20171126|||||||
INT||01|016|1109.61|20171125|20171126|20171126|||||||
INT||01|016|493.11|20171125|20171126|20171126|||||||
INT||01|016|258.93|20171125|20171126|20171126|||||||
INT||01|016|3513.69|20171125|20171126|20171126|||||||
INT||01|016|261.99|20171125|20171126|20171126|||||||
INT||01|016|628.74|20171125|20171126|20171126|||||||
INT||01|016|6180.33|20171125|20171126|20171126|||||||
INT||01|016|1666.86|20171125|20171126|20171126|||||||
INT||01|016|11219.13|20171125|20171126|20171126|||||||
INT||01|016|1290.12|20171125|20171126|20171126|||||||
INT||01|016|567.1|20171125|20171126|20171126|||||||
INT||01|016|850.68|20171125|20171126|20171126|||||||
INT||01|016|567.09|20171125|20171126|20171126|||||||
INT||01|016|271.26|20171125|20171126|20171126|||||||
INT||01|016|284.76|20171125|20171126|20171126|||||||
INT||01|016|644.67|20171125|20171126|20171126|||||||
INT||01|016|3513.69|20171125|20171126|20171126|||||||
INT||01|016|665.73|20171125|20171126|20171126|||||||
INT||01|016|3513.69|20171125|20171126|20171126|||||||
INT||01|016|1873.98|20171125|20171126|20171126|||||||
INT||01|016|296.22|20171125|20171126|20171126|||||||
INT||01|016|1843.14|20171125|20171126|20171126|||||||
INT||01|016|4373.04|20171125|20171126|20171126|||||||
INT||01|016|1677.69|20171125|20171126|20171126|||||||
INT||01|016|23506.86|20171125|20171126|20171126|||||||
INT||01|016|3739.71|20171125|20171126|20171126|||||||
INT||01|016|475.74|20171125|20171126|20171126|||||||
INT||01|016|7292.61|20171125|20171126|20171126|||||||
INT||01|016|5876.52|20171125|20171126|20171126|||||||
INT||01|016|443.88|20171125|20171126|20171126|||||||
INT||01|016|567.09|20171125|20171126|20171126|||||||
INT||01|016|283.59|20171125|20171126|20171126|||||||
INT||01|016|283.59|20171125|20171126|20171126|||||||
INT||01|016|859.23|20171125|20171126|20171126|||||||
INT||01|016|1417.77|20171125|20171126|20171126|||||||
INT||01|016|271.26|20171125|20171126|20171126|||||||
INT||01|016|271.26|20171125|20171126|20171126|||||||
INT||01|016|246.6|20171125|20171126|20171126|||||||
INT||01|016|1981.71|20171125|20171126|20171126|||||||
INT||01|016|7105.41|20171125|20171126|20171126|||||||
INT||01|016|1134.27|20171125|20171126|20171126|||||||
INT||01|016|1304.55|20171125|20171126|20171126|||||||
INT||01|016|15225.99|20171125|20171126|20171126|||||||
INT||01|016|2820.87|20171125|20171126|20171126|||||||
INT||01|016|4274.01|20171125|20171126|20171126|||||||
INT||01|016|4188.6|20171125|20171126|20171126|||||||
INT||01|016|1763.19|20171125|20171126|20171126|||||||
INT||01|016|813.69|20171125|20171126|20171126|||||||
INT||01|016|1356.12|20171125|20171126|20171126|||||||
INT||01|016|657.63|20171125|20171126|20171126|||||||
INT||01|016|1084.95|20171125|20171126|20171126|||||||
INT||01|016|1356.12|20171125|20171126|20171126|||||||
INT||01|016|246.6|20171125|20171126|20171126|||||||
INT||01|016|863.01|20171125|20171126|20171126|||||||
INT||01|016|419.22|20171125|20171126|20171126|||||||
