Indicator|foracid|crncy_code|sol_id|nrml_accrued_amount_cr|interest_calc_upto_date_cr|accrued_upto_date_cr|booked_upto_date_cr|nrml_accrued_amount_dr|interest_calc_upto_date_dr|accrued_upto_date_dr|booked_upto_date_dr|Dummy|migr_cumbal_for_avgcalc_cr|migr_cumbal_date
INT||01|008|0.0|20170910|20171126|20171126|||||||
INT||01|008|0.0|20171108|20171126|20171126|||||||
INT||01|008|0.0|20171029|20171126|20171126|||||||
INT||01|008|1171.26|20171125|20171126|20171126|||||||
INT||01|008|409.95|20171125|20171126|20171126|||||||
INT||01|008|1726.02|20171125|20171126|20171126|||||||
INT||01|008|2367.09|20171125|20171126|20171126|||||||
INT||01|008|298.35|20171125|20171126|20171126|||||||
INT||01|008|789.03|20171125|20171126|20171126|||||||
INT||01|008|1310.04|20171125|20171126|20171126|||||||
INT||01|008|3254.76|20171125|20171126|20171126|||||||
INT||01|008|1122.03|20171125|20171126|20171126|||||||
INT||01|008|1417.77|20171125|20171126|20171126|||||||
INT||01|008|542.43|20171125|20171126|20171126|||||||
INT||01|008|9637.68|20171125|20171126|20171126|||||||
INT||01|008|1417.77|20171125|20171126|20171126|||||||
INT||01|008|5621.94|20171125|20171126|20171126|||||||
INT||01|008|4113.72|20171125|20171126|20171126|||||||
INT||01|008|286.38|20171125|20171126|20171126|||||||
INT||01|008|897.39|20171125|20171126|20171126|||||||
INT||01|008|8081.55|20171125|20171126|20171126|||||||
INT||01|008|8013.72|20171125|20171126|20171126|||||||
INT||01|008|5342.61|20171125|20171126|20171126|||||||
INT||01|008|762.84|20171125|20171126|20171126|||||||
INT||01|008|340.29|20171125|20171126|20171126|||||||
INT||01|008|2071.26|20171125|20171126|20171126|||||||
INT||01|008|2674.35|20171125|20171126|20171126|||||||
INT||01|008|1662.66|20171125|20171126|20171126|||||||
INT||01|008|1232.91|20171125|20171126|20171126|||||||
INT||01|008|3664.83|20171125|20171126|20171126|||||||
INT||01|008|822.9|20171125|20171126|20171126|||||||
INT||01|008|1496.04|20171125|20171126|20171126|||||||
INT||01|008|299.13|20171125|20171126|20171126|||||||
INT||01|008|357.57|20171125|20171126|20171126|||||||
INT||01|008|178.74|20171125|20171126|20171126|||||||
INT||01|008|5983.38|20171125|20171126|20171126|||||||
INT||01|008|73972.62|20171125|20171126|20171126|||||||
INT||01|008|123.3|20171125|20171126|20171126|||||||
INT||01|008|3698.64|20171125|20171126|20171126|||||||
INT||01|008|3205.41|20171125|20171126|20171126|||||||
INT||01|008|369.9|20171125|20171126|20171126|||||||
INT||01|008|5876.52|20171125|20171126|20171126|||||||
INT||01|008|406.89|20171125|20171126|20171126|||||||
INT||01|008|10444.59|20171125|20171126|20171126|||||||
INT||01|008|1175.46|20171125|20171126|20171126|||||||
INT||01|008|2958.93|20171125|20171126|20171126|||||||
INT||01|008|5917.77|20171125|20171126|20171126|||||||
INT||01|008|295.92|20171125|20171126|20171126|||||||
INT||01|008|2958.93|20171125|20171126|20171126|||||||
INT||01|008|2958.93|20171125|20171126|20171126|||||||
INT||01|008|443.88|20171125|20171126|20171126|||||||
INT||01|008|14794.56|20171125|20171126|20171126|||||||
INT||01|008|850.68|20171125|20171126|20171126|||||||
INT||01|008|850.68|20171125|20171126|20171126|||||||
INT||01|008|2367.09|20171125|20171126|20171126|||||||
INT||01|008|283.59|20171125|20171126|20171126|||||||
INT||01|008|283.59|20171125|20171126|20171126|||||||
INT||01|008|4253.4|20171125|20171126|20171126|||||||
INT||01|008|8790.39|20171125|20171126|20171126|||||||
INT||01|008|2835.63|20171125|20171126|20171126|||||||
INT||01|008|11219.13|20171125|20171126|20171126|||||||
INT||01|008|813.69|20171125|20171126|20171126|||||||
INT||01|008|8010.63|20171125|20171126|20171126|||||||
INT||01|008|1627.38|20171125|20171126|20171126|||||||
INT||01|008|1417.77|20171125|20171126|20171126|||||||
INT||01|008|1356.12|20171125|20171126|20171126|||||||
INT||01|008|1220.58|20171125|20171126|20171126|||||||
INT||01|008|949.32|20171125|20171126|20171126|||||||
INT||01|008|7089.03|20171125|20171126|20171126|||||||
INT||01|008|371.61|20171125|20171126|20171126|||||||
INT||01|008|5671.26|20171125|20171126|20171126|||||||
INT||01|008|1084.95|20171125|20171126|20171126|||||||
INT||01|008|488.25|20171125|20171126|20171126|||||||
INT||01|008|1084.95|20171125|20171126|20171126|||||||
INT||01|008|2552.04|20171125|20171126|20171126|||||||
INT||01|008|2219.22|20171125|20171126|20171126|||||||
INT||01|008|493.11|20171125|20171126|20171126|||||||
INT||01|008|14794.56|20171125|20171126|20171126|||||||
INT||01|008|246.6|20171125|20171126|20171126|||||||
INT||01|008|7767.09|20171125|20171126|20171126|||||||
INT||01|008|4931.55|20171125|20171126|20171126|||||||
INT||01|008|443.88|20171125|20171126|20171126|||||||
INT||01|008|1109.61|20171125|20171126|20171126|||||||
INT||01|008|1288.35|20171125|20171126|20171126|||||||
INT||01|008|332.91|20171125|20171126|20171126|||||||
INT||01|008|443.88|20171125|20171126|20171126|||||||
INT||01|008|11712.33|20171125|20171126|20171126|||||||
INT||01|008|332.91|20171125|20171126|20171126|||||||
INT||01|008|15226.02|20171125|20171126|20171126|||||||
INT||01|008|838.35|20171125|20171126|20171126|||||||
INT||01|008|1109.61|20171125|20171126|20171126|||||||
INT||01|008|4734.24|20171125|20171126|20171126|||||||
INT||01|008|197.28|20171125|20171126|20171126|||||||
INT||01|008|2051.4|20171125|20171126|20171126|||||||
INT||01|008|3525.99|20171125|20171126|20171126|||||||
INT||01|008|621.36|20171125|20171126|20171126|||||||
INT||01|008|419.22|20171125|20171126|20171126|||||||
INT||01|008|628.74|20171125|20171126|20171126|||||||
INT||01|008|10684.83|20171125|20171126|20171126|||||||
INT||01|008|2949.18|20171125|20171126|20171126|||||||
INT||01|008|83.88|20171125|20171126|20171126|||||||
INT||01|008|2490.39|20171125|20171126|20171126|||||||
INT||01|008|6090.39|20171125|20171126|20171126|||||||
INT||01|008|234.27|20171125|20171126|20171126|||||||
INT||01|008|2589.03|20171125|20171126|20171126|||||||
INT||01|008|5441.67|20171125|20171126|20171126|||||||
INT||01|008|10684.83|20171125|20171126|20171126|||||||
INT||01|008|7397.28|20171125|20171126|20171126|||||||
INT||01|008|542.43|20171125|20171126|20171126|||||||
INT||01|008|765.63|20171125|20171126|20171126|||||||
