Indicator|foracid|crncy_code|sol_id|nrml_accrued_amount_cr|interest_calc_upto_date_cr|accrued_upto_date_cr|booked_upto_date_cr|nrml_accrued_amount_dr|interest_calc_upto_date_dr|accrued_upto_date_dr|booked_upto_date_dr|Dummy|migr_cumbal_for_avgcalc_cr|migr_cumbal_date
INT||01|011|0.0|20171112|20171126|20171126|||||||
INT||01|011|1331.55|20171125|20171126|20171126|||||||
INT||01|011|10150.53|20171125|20171126|20171126|||||||
INT||01|011|1175.46|20171125|20171126|20171126|||||||
INT||01|011|2712.33|20171125|20171126|20171126|||||||
INT||01|011|6578.74|20171125|20171126|20171126|||||||
INT||01|011|748.02|20171125|20171126|20171126|||||||
INT||01|011|271.26|20171125|20171126|20171126|||||||
INT||01|011|283.59|20171125|20171126|20171126|||||||
INT||01|011|2977.38|20171125|20171126|20171126|||||||
INT||01|011|567.09|20171125|20171126|20171126|||||||
INT||01|011|25643.67|20171125|20171126|20171126|||||||
INT||01|011|1763.01|20171125|20171126|20171126|||||||
INT||01|011|4610.97|20171125|20171126|20171126|||||||
INT||01|011|135.63|20171125|20171126|20171126|||||||
INT||01|011|1624.68|20171125|20171126|20171126|||||||
INT||01|011|271.26|20171125|20171126|20171126|||||||
INT||01|011|1356.12|20171125|20171126|20171126|||||||
INT||01|011|739.71|20171125|20171126|20171126|||||||
INT||01|011|246.6|20171125|20171126|20171126|||||||
INT||01|011|443.88|20171125|20171126|20171126|||||||
INT||01|011|332.91|20171125|20171126|20171126|||||||
INT||01|011|221.94|20171125|20171126|20171126|||||||
INT||01|011|4438.35|20171125|20171126|20171126|||||||
INT||01|011|419.22|20171125|20171126|20171126|||||||
INT||01|011|815.08|20171125|20171126|20171126|||||||
INT||01|011|419.16|20171125|20171126|20171126|||||||
INT||01|011|122876.52|20171125|20171126|20171126|||||||
INT||01|011|1405.44|20171125|20171126|20171126|||||||
INT||01|011|776.7|20171125|20171126|20171126|||||||
INT||01|011|240.24|20171125|20171126|20171126|||||||
INT||01|011|13196.04|20171125|20171126|20171126|||||||
INT||01|011|271.26|20171125|20171126|20171126|||||||
INT||01|011|42312.27|20171125|20171126|20171126|||||||
INT||01|011|10460.58|20171125|20171126|20171126|||||||
INT||01|011|4610.97|20171125|20171126|20171126|||||||
INT||01|011|879.03|20171125|20171126|20171126|||||||
INT||01|011|283.59|20171125|20171126|20171126|||||||
INT||01|011|283.59|20171125|20171126|20171126|||||||
INT||01|011|2835.63|20171125|20171126|20171126|||||||
INT||01|011|542.43|20171125|20171126|20171126|||||||
INT||01|011|271.26|20171125|20171126|20171126|||||||
INT||01|011|406.89|20171125|20171126|20171126|||||||
INT||01|011|542.43|20171125|20171126|20171126|||||||
INT||01|011|1356.12|20171125|20171126|20171126|||||||
INT||01|011|813.69|20171125|20171126|20171126|||||||
INT||01|011|271.26|20171125|20171126|20171126|||||||
